order_id,customer_id,order_date,city,courier_partner,promised_date,delivery_date,order_status
O476,C85,2025-11-28 00:00:00,Pune,FastEx,2025-12-01 00:00:00,2025-12-02 00:00:00,Delivered
O477,C147,2025-12-17 00:00:00,Nagpur,QuickShip,2025-12-19 00:00:00,2025-12-23 00:00:00,RTO
O478,C112,2025-11-10 00:00:00,Indore,FastEx,2025-11-13 00:00:00,2025-11-15 00:00:00,Delivered
O479,C381,2025-12-07 00:00:00,Nagpur,QuickShip,2025-12-10 00:00:00,2025-12-14 00:00:00,RTO
O480,C36,2025-12-07 00:00:00,Indore,FastEx,2025-12-10 00:00:00,2025-12-11 00:00:00,Delivered
O481,C285,2025-10-08 00:00:00,Nagpur,ShipNow,2025-10-12 00:00:00,2025-10-13 00:00:00,Delivered
O482,C188,2025-10-02 00:00:00,Pune,ShipNow,2025-10-05 00:00:00,2025-10-05 00:00:00,Cancelled
O483,C82,2025-12-25 00:00:00,Pune,QuickShip,2025-12-28 00:00:00,2025-12-30 00:00:00,Delivered
O484,C2,2025-11-10 00:00:00,Nagpur,FastEx,2025-11-14 00:00:00,2025-11-15 00:00:00,Delivered
O485,C385,2025-11-24 00:00:00,Nagpur,FastEx,2025-11-28 00:00:00,2025-11-28 00:00:00,Delivered
O486,C303,2025-10-16 00:00:00,Nagpur,ShipNow,2025-10-20 00:00:00,2025-10-20 00:00:00,Delivered
O487,C197,2025-12-01 00:00:00,Indore,FastEx,2025-12-05 00:00:00,2025-12-07 00:00:00,Delivered
O488,C11,2025-11-17 00:00:00,Pune,FastEx,2025-11-19 00:00:00,2025-11-20 00:00:00,Delivered
O489,C234,2025-10-30 00:00:00,Indore,FastEx,2025-11-01 00:00:00,2025-11-02 00:00:00,Delivered
O490,C386,2025-10-12 00:00:00,Pune,FastEx,2025-10-15 00:00:00,2025-10-17 00:00:00,Cancelled
O491,C195,2025-11-04 00:00:00,Mumbai,FastEx,2025-11-06 00:00:00,2025-11-08 00:00:00,Delivered
O492,C119,2025-10-11 00:00:00,Indore,ShipNow,2025-10-14 00:00:00,2025-10-15 00:00:00,Delivered
O493,C396,2025-12-03 00:00:00,Pune,FastEx,2025-12-05 00:00:00,2025-12-06 00:00:00,Cancelled
O494,C20,2025-11-19 00:00:00,Pune,QuickShip,2025-11-23 00:00:00,2025-11-26 00:00:00,Delivered
O495,C261,2025-12-24 00:00:00,Indore,FastEx,2025-12-28 00:00:00,2025-12-31 00:00:00,Delivered
O496,C293,2025-10-21 00:00:00,Indore,FastEx,2025-10-23 00:00:00,2025-10-24 00:00:00,Delivered
O497,C256,2025-12-08 00:00:00,Pune,ShipNow,2025-12-10 00:00:00,2025-12-12 00:00:00,Delivered
O498,C222,2025-11-17 00:00:00,Indore,FastEx,2025-11-20 00:00:00,2025-11-22 00:00:00,Delivered
O499,C393,2025-10-20 00:00:00,Nagpur,ShipNow,2025-10-23 00:00:00,2025-10-24 00:00:00,Delivered
O500,C226,2025-12-06 00:00:00,Indore,QuickShip,2025-12-09 00:00:00,2025-12-14 00:00:00,RTO
O501,C53,2025-11-13 00:00:00,Indore,FastEx,2025-11-17 00:00:00,2025-11-18 00:00:00,Delivered
O502,C355,2025-11-02 00:00:00,Indore,ShipNow,2025-11-06 00:00:00,2025-11-08 00:00:00,Delivered
O503,C342,2025-12-12 00:00:00,Pune,FastEx,2025-12-16 00:00:00,2025-12-17 00:00:00,Delivered
O504,C364,2025-11-30 00:00:00,Nagpur,ShipNow,2025-12-04 00:00:00,2025-12-06 00:00:00,Cancelled
O505,C280,2025-10-09 00:00:00,Mumbai,FastEx,2025-10-12 00:00:00,2025-10-14 00:00:00,Delivered
O506,C81,2025-12-07 00:00:00,Mumbai,ShipNow,2025-12-11 00:00:00,2025-12-12 00:00:00,Delivered
O507,C202,2025-11-04 00:00:00,Nagpur,FastEx,2025-11-08 00:00:00,2025-11-10 00:00:00,Delivered
O508,C158,2025-12-20 00:00:00,Nagpur,QuickShip,2025-12-24 00:00:00,2025-12-27 00:00:00,Delivered
O509,C120,2025-12-27 00:00:00,Nagpur,ShipNow,2025-12-31 00:00:00,2026-01-02 00:00:00,Delivered
O510,C59,2025-12-04 00:00:00,Pune,ShipNow,2025-12-06 00:00:00,2025-12-08 00:00:00,Delivered
O511,C215,2025-10-08 00:00:00,Mumbai,ShipNow,2025-10-11 00:00:00,2025-10-11 00:00:00,Delivered
O512,C128,2025-11-14 00:00:00,Nagpur,ShipNow,2025-11-17 00:00:00,2025-11-20 00:00:00,Delivered
O513,C224,2025-12-26 00:00:00,Pune,ShipNow,2025-12-30 00:00:00,2025-12-30 00:00:00,Delivered
O514,C209,2025-11-16 00:00:00,Mumbai,FastEx,2025-11-18 00:00:00,2025-11-18 00:00:00,Delivered
O515,C370,2025-11-09 00:00:00,Indore,FastEx,2025-11-12 00:00:00,2025-11-15 00:00:00,Delivered
O516,C115,2025-12-15 00:00:00,Pune,FastEx,2025-12-18 00:00:00,2025-12-18 00:00:00,Delivered
O517,C209,2025-11-23 00:00:00,Mumbai,FastEx,2025-11-27 00:00:00,2025-11-28 00:00:00,Delivered
O518,C14,2025-12-15 00:00:00,Pune,FastEx,2025-12-19 00:00:00,2025-12-20 00:00:00,Delivered
O519,C9,2025-11-15 00:00:00,Mumbai,QuickShip,2025-11-18 00:00:00,2025-11-19 00:00:00,Cancelled
O520,C40,2025-11-16 00:00:00,Mumbai,FastEx,2025-11-19 00:00:00,2025-11-20 00:00:00,Delivered
O521,C237,2025-10-15 00:00:00,Indore,QuickShip,2025-10-17 00:00:00,2025-10-20 00:00:00,Delivered
O522,C281,2025-10-19 00:00:00,Pune,FastEx,2025-10-22 00:00:00,2025-10-23 00:00:00,Delivered
O523,C359,2025-10-26 00:00:00,Nagpur,FastEx,2025-10-29 00:00:00,2025-10-30 00:00:00,Delivered
O524,C201,2025-11-21 00:00:00,Indore,QuickShip,2025-11-25 00:00:00,2025-11-29 00:00:00,RTO
O525,C246,2025-10-22 00:00:00,Indore,ShipNow,2025-10-25 00:00:00,2025-10-26 00:00:00,Delivered
O526,C278,2025-10-21 00:00:00,Mumbai,QuickShip,2025-10-25 00:00:00,2025-10-28 00:00:00,Delivered
O527,C235,2025-11-20 00:00:00,Nagpur,QuickShip,2025-11-23 00:00:00,2025-11-25 00:00:00,Delivered
O528,C4,2025-11-07 00:00:00,Pune,FastEx,2025-11-10 00:00:00,2025-11-11 00:00:00,Delivered
O529,C154,2025-10-20 00:00:00,Nagpur,QuickShip,2025-10-23 00:00:00,2025-10-26 00:00:00,Delivered
O530,C29,2025-10-29 00:00:00,Nagpur,FastEx,2025-10-31 00:00:00,2025-11-02 00:00:00,Delivered
O531,C109,2025-11-20 00:00:00,Nagpur,FastEx,2025-11-24 00:00:00,2025-11-26 00:00:00,Delivered
O532,C98,2025-10-04 00:00:00,Nagpur,QuickShip,2025-10-06 00:00:00,2025-10-10 00:00:00,RTO
O533,C215,2025-11-24 00:00:00,Nagpur,FastEx,2025-11-27 00:00:00,2025-11-29 00:00:00,Delivered
O534,C293,2025-12-10 00:00:00,Mumbai,FastEx,2025-12-12 00:00:00,2025-12-12 00:00:00,Delivered
O535,C75,2025-10-28 00:00:00,Mumbai,ShipNow,2025-11-01 00:00:00,2025-11-01 00:00:00,Delivered
O536,C326,2025-10-04 00:00:00,Indore,ShipNow,2025-10-07 00:00:00,2025-10-08 00:00:00,Delivered
O537,C146,2025-10-22 00:00:00,Mumbai,FastEx,2025-10-24 00:00:00,2025-10-24 00:00:00,Delivered
O538,C128,2025-12-15 00:00:00,Indore,FastEx,2025-12-17 00:00:00,2025-12-17 00:00:00,Delivered
O539,C341,2025-11-14 00:00:00,Indore,FastEx,2025-11-18 00:00:00,2025-11-19 00:00:00,Delivered
O540,C42,2025-12-06 00:00:00,Pune,FastEx,2025-12-08 00:00:00,2025-12-09 00:00:00,Delivered
O541,C356,2025-12-25 00:00:00,Nagpur,ShipNow,2025-12-29 00:00:00,2025-12-29 00:00:00,Delivered
O542,C41,2025-12-05 00:00:00,Mumbai,FastEx,2025-12-08 00:00:00,2025-12-10 00:00:00,Delivered
O543,C34,2025-12-27 00:00:00,Pune,ShipNow,2025-12-30 00:00:00,2025-12-31 00:00:00,Delivered
O544,C17,2025-11-03 00:00:00,Mumbai,FastEx,2025-11-05 00:00:00,2025-11-07 00:00:00,Delivered
O545,C165,2025-11-24 00:00:00,Indore,ShipNow,2025-11-27 00:00:00,2025-11-27 00:00:00,Delivered
O546,C153,2025-10-01 00:00:00,Mumbai,FastEx,2025-10-04 00:00:00,2025-10-04 00:00:00,Delivered
O547,C378,2025-12-11 00:00:00,Nagpur,ShipNow,2025-12-13 00:00:00,2025-12-15 00:00:00,Delivered
O548,C76,2025-12-26 00:00:00,Indore,FastEx,2025-12-29 00:00:00,2026-01-01 00:00:00,Delivered
O549,C87,2025-11-07 00:00:00,Indore,QuickShip,2025-11-09 00:00:00,2025-11-14 00:00:00,RTO
O550,C117,2025-10-06 00:00:00,Pune,FastEx,2025-10-10 00:00:00,2025-10-11 00:00:00,Delivered
O551,C362,2025-12-25 00:00:00,Nagpur,FastEx,2025-12-29 00:00:00,2025-12-29 00:00:00,Delivered
O552,C342,2025-10-25 00:00:00,Indore,ShipNow,2025-10-29 00:00:00,2025-11-01 00:00:00,Delivered
O553,C27,2025-12-21 00:00:00,Nagpur,ShipNow,2025-12-23 00:00:00,2025-12-23 00:00:00,Delivered
O554,C313,2025-10-17 00:00:00,Mumbai,ShipNow,2025-10-19 00:00:00,2025-10-21 00:00:00,Delivered
O555,C287,2025-11-30 00:00:00,Nagpur,QuickShip,2025-12-03 00:00:00,2025-12-05 00:00:00,Delivered
O556,C134,2025-10-12 00:00:00,Indore,ShipNow,2025-10-15 00:00:00,2025-10-17 00:00:00,Delivered
O557,C219,2025-10-06 00:00:00,Pune,FastEx,2025-10-09 00:00:00,2025-10-09 00:00:00,Delivered
O558,C168,2025-12-29 00:00:00,Indore,FastEx,2026-01-01 00:00:00,2026-01-03 00:00:00,Delivered
O559,C98,2025-10-27 00:00:00,Nagpur,FastEx,2025-10-30 00:00:00,2025-10-30 00:00:00,Delivered
O560,C268,2025-10-08 00:00:00,Nagpur,QuickShip,2025-10-10 00:00:00,2025-10-14 00:00:00,RTO
O561,C237,2025-12-22 00:00:00,Indore,FastEx,2025-12-24 00:00:00,2025-12-26 00:00:00,Delivered
O562,C309,2025-12-04 00:00:00,Nagpur,FastEx,2025-12-08 00:00:00,2025-12-08 00:00:00,Delivered
O563,C394,2025-11-26 00:00:00,Mumbai,QuickShip,2025-11-30 00:00:00,2025-12-03 00:00:00,Delivered
O564,C173,2025-11-09 00:00:00,Indore,ShipNow,2025-11-13 00:00:00,2025-11-14 00:00:00,Delivered
O565,C190,2025-10-14 00:00:00,Pune,FastEx,2025-10-18 00:00:00,2025-10-19 00:00:00,Delivered
O566,C122,2025-11-04 00:00:00,Indore,FastEx,2025-11-06 00:00:00,2025-11-07 00:00:00,Cancelled
O567,C46,2025-11-17 00:00:00,Mumbai,FastEx,2025-11-19 00:00:00,2025-11-20 00:00:00,Delivered
O568,C64,2025-12-23 00:00:00,Mumbai,FastEx,2025-12-25 00:00:00,2025-12-26 00:00:00,Delivered
O569,C130,2025-11-25 00:00:00,Mumbai,FastEx,2025-11-28 00:00:00,2025-11-30 00:00:00,Delivered
O570,C310,2025-11-18 00:00:00,Mumbai,QuickShip,2025-11-21 00:00:00,2025-11-25 00:00:00,RTO
O571,C363,2025-10-13 00:00:00,Mumbai,QuickShip,2025-10-17 00:00:00,2025-10-20 00:00:00,Delivered
O572,C193,2025-11-30 00:00:00,Pune,QuickShip,2025-12-03 00:00:00,2025-12-04 00:00:00,Delivered
O573,C307,2025-11-18 00:00:00,Nagpur,FastEx,2025-11-20 00:00:00,2025-11-22 00:00:00,Delivered
O574,C181,2025-11-15 00:00:00,Mumbai,ShipNow,2025-11-19 00:00:00,2025-11-19 00:00:00,Delivered
O575,C292,2025-12-01 00:00:00,Mumbai,FastEx,2025-12-05 00:00:00,2025-12-06 00:00:00,Delivered
O576,C371,2025-10-08 00:00:00,Indore,QuickShip,2025-10-11 00:00:00,2025-10-14 00:00:00,Delivered
O577,C282,2025-11-12 00:00:00,Pune,ShipNow,2025-11-16 00:00:00,2025-11-17 00:00:00,Delivered
O578,C29,2025-10-20 00:00:00,Pune,FastEx,2025-10-23 00:00:00,2025-10-25 00:00:00,Delivered
O579,C149,2025-12-29 00:00:00,Nagpur,FastEx,2026-01-01 00:00:00,2026-01-01 00:00:00,Delivered
O580,C267,2025-11-08 00:00:00,Pune,ShipNow,2025-11-12 00:00:00,2025-11-12 00:00:00,Delivered
O581,C296,2025-12-24 00:00:00,Indore,FastEx,2025-12-27 00:00:00,2025-12-29 00:00:00,Delivered
O582,C11,2025-11-18 00:00:00,Indore,QuickShip,2025-11-21 00:00:00,2025-11-23 00:00:00,Delivered
O583,C164,2025-12-03 00:00:00,Nagpur,FastEx,2025-12-06 00:00:00,2025-12-09 00:00:00,Delivered
O584,C113,2025-12-01 00:00:00,Indore,QuickShip,2025-12-04 00:00:00,2025-12-05 00:00:00,Delivered
O585,C187,2025-11-23 00:00:00,Mumbai,FastEx,2025-11-27 00:00:00,2025-11-28 00:00:00,Delivered
O586,C295,2025-10-09 00:00:00,Mumbai,FastEx,2025-10-11 00:00:00,2025-10-13 00:00:00,Delivered
O587,C232,2025-12-27 00:00:00,Indore,QuickShip,2025-12-29 00:00:00,2026-01-02 00:00:00,RTO
O588,C227,2025-11-06 00:00:00,Nagpur,FastEx,2025-11-09 00:00:00,2025-11-11 00:00:00,Delivered
O589,C310,2025-11-18 00:00:00,Pune,FastEx,2025-11-21 00:00:00,2025-11-21 00:00:00,Delivered
O590,C98,2025-11-10 00:00:00,Nagpur,FastEx,2025-11-13 00:00:00,2025-11-14 00:00:00,Delivered
O591,C55,2025-10-17 00:00:00,Pune,FastEx,2025-10-19 00:00:00,2025-10-19 00:00:00,Delivered
O592,C111,2025-12-27 00:00:00,Indore,FastEx,2025-12-30 00:00:00,2025-12-30 00:00:00,Delivered
O593,C152,2025-10-21 00:00:00,Indore,FastEx,2025-10-25 00:00:00,2025-10-27 00:00:00,Delivered
O594,C246,2025-11-20 00:00:00,Mumbai,ShipNow,2025-11-24 00:00:00,2025-11-25 00:00:00,Delivered
O595,C69,2025-11-28 00:00:00,Pune,FastEx,2025-12-02 00:00:00,2025-12-04 00:00:00,Delivered
O596,C312,2025-11-08 00:00:00,Nagpur,QuickShip,2025-11-10 00:00:00,2025-11-14 00:00:00,RTO
O597,C289,2025-11-24 00:00:00,Indore,FastEx,2025-11-27 00:00:00,2025-11-29 00:00:00,Cancelled
O598,C250,2025-11-10 00:00:00,Nagpur,FastEx,2025-11-13 00:00:00,2025-11-15 00:00:00,Delivered
O599,C36,2025-11-08 00:00:00,Mumbai,ShipNow,2025-11-11 00:00:00,2025-11-12 00:00:00,Delivered
O600,C239,2025-10-13 00:00:00,Pune,FastEx,2025-10-15 00:00:00,2025-10-16 00:00:00,Delivered
O601,C148,2025-12-03 00:00:00,Pune,ShipNow,2025-12-05 00:00:00,2025-12-05 00:00:00,Delivered
O602,C227,2025-10-11 00:00:00,Indore,FastEx,2025-10-13 00:00:00,2025-10-14 00:00:00,Delivered
O603,C244,2025-10-19 00:00:00,Pune,QuickShip,2025-10-21 00:00:00,2025-10-23 00:00:00,Delivered
O604,C337,2025-10-11 00:00:00,Indore,QuickShip,2025-10-15 00:00:00,2025-10-20 00:00:00,RTO
O605,C365,2025-12-16 00:00:00,Mumbai,ShipNow,2025-12-18 00:00:00,2025-12-20 00:00:00,Delivered
O606,C201,2025-11-15 00:00:00,Pune,QuickShip,2025-11-17 00:00:00,2025-11-20 00:00:00,Delivered
O607,C154,2025-11-14 00:00:00,Indore,QuickShip,2025-11-16 00:00:00,2025-11-19 00:00:00,Delivered
O608,C73,2025-10-01 00:00:00,Nagpur,FastEx,2025-10-04 00:00:00,2025-10-05 00:00:00,Delivered
O609,C201,2025-11-09 00:00:00,Indore,FastEx,2025-11-12 00:00:00,2025-11-14 00:00:00,Delivered
O610,C296,2025-10-19 00:00:00,Pune,ShipNow,2025-10-22 00:00:00,2025-10-23 00:00:00,Delivered
O611,C17,2025-12-15 00:00:00,Mumbai,FastEx,2025-12-19 00:00:00,2025-12-20 00:00:00,Delivered
O612,C129,2025-12-11 00:00:00,Pune,FastEx,2025-12-15 00:00:00,2025-12-15 00:00:00,Delivered
O613,C217,2025-12-11 00:00:00,Pune,ShipNow,2025-12-13 00:00:00,2025-12-13 00:00:00,Delivered
O614,C61,2025-11-30 00:00:00,Indore,FastEx,2025-12-03 00:00:00,2025-12-03 00:00:00,Delivered
O615,C104,2025-10-12 00:00:00,Nagpur,ShipNow,2025-10-16 00:00:00,2025-10-18 00:00:00,Delivered
O616,C42,2025-11-30 00:00:00,Pune,QuickShip,2025-12-03 00:00:00,2025-12-05 00:00:00,Delivered
O617,C25,2025-11-02 00:00:00,Nagpur,QuickShip,2025-11-06 00:00:00,2025-11-11 00:00:00,RTO
O618,C39,2025-11-14 00:00:00,Indore,ShipNow,2025-11-18 00:00:00,2025-11-20 00:00:00,Delivered
O619,C291,2025-12-29 00:00:00,Nagpur,FastEx,2025-12-31 00:00:00,2026-01-02 00:00:00,Cancelled
O620,C131,2025-12-08 00:00:00,Indore,FastEx,2025-12-10 00:00:00,2025-12-12 00:00:00,Delivered
O621,C229,2025-10-08 00:00:00,Mumbai,QuickShip,2025-10-12 00:00:00,2025-10-14 00:00:00,Delivered
O622,C108,2025-10-25 00:00:00,Nagpur,FastEx,2025-10-27 00:00:00,2025-10-28 00:00:00,Delivered
O623,C172,2025-11-15 00:00:00,Nagpur,QuickShip,2025-11-19 00:00:00,2025-11-20 00:00:00,Delivered
O624,C102,2025-12-26 00:00:00,Mumbai,ShipNow,2025-12-30 00:00:00,2026-01-01 00:00:00,Delivered
O625,C354,2025-10-30 00:00:00,Nagpur,QuickShip,2025-11-02 00:00:00,2025-11-05 00:00:00,Delivered
O626,C12,2025-11-16 00:00:00,Mumbai,FastEx,2025-11-18 00:00:00,2025-11-19 00:00:00,Delivered
O627,C275,2025-12-26 00:00:00,Pune,ShipNow,2025-12-28 00:00:00,2025-12-30 00:00:00,Delivered
O628,C101,2025-11-18 00:00:00,Indore,QuickShip,2025-11-20 00:00:00,2025-11-23 00:00:00,Delivered
O629,C44,2025-11-16 00:00:00,Mumbai,QuickShip,2025-11-19 00:00:00,2025-11-23 00:00:00,RTO
O630,C305,2025-12-23 00:00:00,Nagpur,FastEx,2025-12-26 00:00:00,2025-12-27 00:00:00,Delivered
O631,C17,2025-12-21 00:00:00,Mumbai,ShipNow,2025-12-24 00:00:00,2025-12-25 00:00:00,Delivered
O632,C330,2025-10-18 00:00:00,Nagpur,QuickShip,2025-10-20 00:00:00,2025-10-24 00:00:00,RTO
O633,C57,2025-12-05 00:00:00,Pune,ShipNow,2025-12-07 00:00:00,2025-12-09 00:00:00,Cancelled
O634,C311,2025-12-07 00:00:00,Mumbai,ShipNow,2025-12-09 00:00:00,2025-12-09 00:00:00,Delivered
O635,C303,2025-11-02 00:00:00,Pune,FastEx,2025-11-05 00:00:00,2025-11-05 00:00:00,Delivered
O636,C12,2025-11-05 00:00:00,Indore,QuickShip,2025-11-08 00:00:00,2025-11-11 00:00:00,Delivered
O637,C318,2025-12-21 00:00:00,Nagpur,ShipNow,2025-12-25 00:00:00,2025-12-26 00:00:00,Cancelled
O638,C80,2025-10-19 00:00:00,Nagpur,FastEx,2025-10-22 00:00:00,2025-10-23 00:00:00,Delivered
O639,C216,2025-10-28 00:00:00,Pune,ShipNow,2025-11-01 00:00:00,2025-11-03 00:00:00,Delivered
O640,C339,2025-11-09 00:00:00,Indore,ShipNow,2025-11-11 00:00:00,2025-11-13 00:00:00,Delivered
O641,C264,2025-12-23 00:00:00,Mumbai,QuickShip,2025-12-26 00:00:00,2025-12-28 00:00:00,Delivered
O642,C149,2025-12-15 00:00:00,Mumbai,QuickShip,2025-12-17 00:00:00,2025-12-20 00:00:00,Delivered
O643,C81,2025-10-15 00:00:00,Nagpur,ShipNow,2025-10-17 00:00:00,2025-10-18 00:00:00,Delivered
O644,C215,2025-11-10 00:00:00,Pune,ShipNow,2025-11-12 00:00:00,2025-11-14 00:00:00,Delivered
O645,C374,2025-11-08 00:00:00,Pune,FastEx,2025-11-10 00:00:00,2025-11-12 00:00:00,Delivered
O646,C198,2025-10-02 00:00:00,Mumbai,FastEx,2025-10-05 00:00:00,2025-10-07 00:00:00,Delivered
O647,C200,2025-12-02 00:00:00,Indore,QuickShip,2025-12-04 00:00:00,2025-12-06 00:00:00,Delivered
O648,C25,2025-10-29 00:00:00,Indore,QuickShip,2025-11-02 00:00:00,2025-11-05 00:00:00,Delivered
O649,C89,2025-12-13 00:00:00,Mumbai,QuickShip,2025-12-16 00:00:00,2025-12-18 00:00:00,Delivered
O650,C268,2025-12-05 00:00:00,Mumbai,QuickShip,2025-12-07 00:00:00,2025-12-09 00:00:00,Delivered
O651,C143,2025-11-20 00:00:00,Pune,FastEx,2025-11-23 00:00:00,2025-11-25 00:00:00,Delivered
O652,C59,2025-12-14 00:00:00,Indore,QuickShip,2025-12-18 00:00:00,2025-12-20 00:00:00,Delivered
O653,C365,2025-12-16 00:00:00,Mumbai,FastEx,2025-12-18 00:00:00,2025-12-18 00:00:00,Cancelled
O654,C26,2025-10-10 00:00:00,Mumbai,QuickShip,2025-10-14 00:00:00,2025-10-17 00:00:00,Cancelled
O655,C47,2025-10-14 00:00:00,Nagpur,QuickShip,2025-10-16 00:00:00,2025-10-21 00:00:00,RTO
O656,C288,2025-12-21 00:00:00,Mumbai,FastEx,2025-12-25 00:00:00,2025-12-25 00:00:00,Delivered
O657,C266,2025-11-20 00:00:00,Mumbai,FastEx,2025-11-22 00:00:00,2025-11-22 00:00:00,Delivered
O658,C16,2025-12-12 00:00:00,Indore,QuickShip,2025-12-15 00:00:00,2025-12-18 00:00:00,Delivered
O659,C199,2025-11-08 00:00:00,Pune,QuickShip,2025-11-10 00:00:00,2025-11-12 00:00:00,Delivered
O660,C282,2025-10-28 00:00:00,Indore,FastEx,2025-10-31 00:00:00,2025-11-01 00:00:00,Delivered
O661,C86,2025-10-03 00:00:00,Pune,ShipNow,2025-10-05 00:00:00,2025-10-05 00:00:00,Delivered
O662,C250,2025-12-23 00:00:00,Nagpur,QuickShip,2025-12-25 00:00:00,2025-12-29 00:00:00,RTO
O663,C391,2025-12-09 00:00:00,Mumbai,ShipNow,2025-12-13 00:00:00,2025-12-15 00:00:00,Delivered
O664,C270,2025-10-27 00:00:00,Nagpur,QuickShip,2025-10-31 00:00:00,2025-11-05 00:00:00,RTO
O665,C335,2025-10-02 00:00:00,Pune,QuickShip,2025-10-06 00:00:00,2025-10-09 00:00:00,Delivered
O666,C117,2025-11-07 00:00:00,Indore,ShipNow,2025-11-09 00:00:00,2025-11-11 00:00:00,Delivered
O667,C7,2025-10-03 00:00:00,Indore,QuickShip,2025-10-05 00:00:00,2025-10-08 00:00:00,Cancelled
O668,C137,2025-10-16 00:00:00,Nagpur,QuickShip,2025-10-18 00:00:00,2025-10-21 00:00:00,Delivered
O669,C371,2025-11-09 00:00:00,Pune,FastEx,2025-11-12 00:00:00,2025-11-12 00:00:00,Delivered
O670,C176,2025-10-02 00:00:00,Nagpur,QuickShip,2025-10-05 00:00:00,2025-10-07 00:00:00,Delivered
O671,C328,2025-12-20 00:00:00,Nagpur,FastEx,2025-12-22 00:00:00,2025-12-23 00:00:00,Delivered
O672,C315,2025-11-10 00:00:00,Mumbai,FastEx,2025-11-14 00:00:00,2025-11-16 00:00:00,Delivered
O673,C215,2025-10-12 00:00:00,Nagpur,FastEx,2025-10-16 00:00:00,2025-10-19 00:00:00,Delivered
O674,C82,2025-11-04 00:00:00,Mumbai,FastEx,2025-11-08 00:00:00,2025-11-08 00:00:00,Delivered
O675,C223,2025-12-04 00:00:00,Mumbai,ShipNow,2025-12-06 00:00:00,2025-12-06 00:00:00,Cancelled
O676,C372,2025-11-24 00:00:00,Indore,FastEx,2025-11-28 00:00:00,2025-11-30 00:00:00,Delivered
O677,C103,2025-11-14 00:00:00,Mumbai,QuickShip,2025-11-16 00:00:00,2025-11-20 00:00:00,RTO
O678,C273,2025-12-18 00:00:00,Mumbai,ShipNow,2025-12-21 00:00:00,2025-12-22 00:00:00,Delivered
O679,C14,2025-12-29 00:00:00,Indore,QuickShip,2026-01-02 00:00:00,2026-01-06 00:00:00,RTO
O680,C159,2025-12-24 00:00:00,Nagpur,FastEx,2025-12-27 00:00:00,2025-12-29 00:00:00,Delivered
O681,C152,2025-12-01 00:00:00,Pune,QuickShip,2025-12-05 00:00:00,2025-12-07 00:00:00,Delivered
O682,C108,2025-11-18 00:00:00,Pune,QuickShip,2025-11-20 00:00:00,2025-11-23 00:00:00,Delivered
O683,C188,2025-10-25 00:00:00,Pune,QuickShip,2025-10-27 00:00:00,2025-10-30 00:00:00,Delivered
O684,C301,2025-10-23 00:00:00,Nagpur,ShipNow,2025-10-25 00:00:00,2025-10-25 00:00:00,Delivered
O685,C98,2025-10-24 00:00:00,Mumbai,ShipNow,2025-10-26 00:00:00,2025-10-28 00:00:00,Delivered
O686,C131,2025-11-07 00:00:00,Pune,QuickShip,2025-11-11 00:00:00,2025-11-14 00:00:00,Delivered
O687,C293,2025-10-28 00:00:00,Nagpur,FastEx,2025-10-31 00:00:00,2025-11-01 00:00:00,Delivered
O688,C171,2025-10-21 00:00:00,Mumbai,QuickShip,2025-10-23 00:00:00,2025-10-26 00:00:00,Delivered
O689,C183,2025-11-23 00:00:00,Indore,FastEx,2025-11-27 00:00:00,2025-11-29 00:00:00,Delivered
O690,C364,2025-10-18 00:00:00,Pune,ShipNow,2025-10-21 00:00:00,2025-10-22 00:00:00,Delivered
O691,C39,2025-11-05 00:00:00,Mumbai,FastEx,2025-11-07 00:00:00,2025-11-09 00:00:00,Delivered
O692,C15,2025-11-14 00:00:00,Pune,FastEx,2025-11-17 00:00:00,2025-11-18 00:00:00,Delivered
O693,C376,2025-12-12 00:00:00,Pune,ShipNow,2025-12-14 00:00:00,2025-12-16 00:00:00,Delivered
O694,C4,2025-11-22 00:00:00,Pune,QuickShip,2025-11-25 00:00:00,2025-11-27 00:00:00,Delivered
O695,C349,2025-10-30 00:00:00,Mumbai,FastEx,2025-11-02 00:00:00,2025-11-02 00:00:00,Delivered
O696,C397,2025-11-29 00:00:00,Nagpur,QuickShip,2025-12-01 00:00:00,2025-12-04 00:00:00,Delivered
O697,C210,2025-11-01 00:00:00,Mumbai,ShipNow,2025-11-05 00:00:00,2025-11-07 00:00:00,Delivered
O698,C161,2025-12-06 00:00:00,Pune,FastEx,2025-12-09 00:00:00,2025-12-11 00:00:00,Cancelled
O699,C16,2025-12-06 00:00:00,Mumbai,ShipNow,2025-12-08 00:00:00,2025-12-08 00:00:00,Delivered
O700,C108,2025-10-28 00:00:00,Indore,FastEx,2025-10-31 00:00:00,2025-11-01 00:00:00,Delivered
O701,C382,2025-11-13 00:00:00,Nagpur,ShipNow,2025-11-16 00:00:00,2025-11-18 00:00:00,Delivered
O702,C311,2025-12-18 00:00:00,Mumbai,ShipNow,2025-12-22 00:00:00,2025-12-22 00:00:00,Delivered
O703,C227,2025-11-10 00:00:00,Indore,FastEx,2025-11-13 00:00:00,2025-11-15 00:00:00,Delivered
O704,C170,2025-12-02 00:00:00,Nagpur,QuickShip,2025-12-05 00:00:00,2025-12-06 00:00:00,Cancelled
O705,C34,2025-10-23 00:00:00,Indore,FastEx,2025-10-25 00:00:00,2025-10-27 00:00:00,Delivered
